relation_1,relation_2,composed_closest,cosine_similarity
http://example.org/ai-news/drop,http://example.org/ai-news/incentivize,http://example.org/ai-news/drop,0.7301
http://example.org/ai-news/enable,http://example.org/ai-news/enter,http://example.org/ai-news/enable,0.7398
http://example.org/ai-news/enable,http://example.org/ai-news/expect,http://example.org/ai-news/expect,0.7392
http://example.org/ai-news/enable,http://example.org/ai-news/explain,http://example.org/ai-news/explain,0.7208
http://example.org/ai-news/enable,http://example.org/ai-news/explore,http://example.org/ai-news/explore,0.7086
http://example.org/ai-news/enable,http://example.org/ai-news/express,http://example.org/ai-news/express,0.7478
http://example.org/ai-news/enable,http://example.org/ai-news/find,http://example.org/ai-news/find,0.762
http://example.org/ai-news/enable,http://example.org/ai-news/flood,http://example.org/ai-news/flood,0.7329
http://example.org/ai-news/enable,http://example.org/ai-news/get,http://example.org/ai-news/get,0.7349
http://example.org/ai-news/enable,http://example.org/ai-news/give,http://example.org/ai-news/give,0.74
http://example.org/ai-news/enable,http://example.org/ai-news/go,http://example.org/ai-news/go,0.7323
http://example.org/ai-news/enable,http://example.org/ai-news/halt,http://example.org/ai-news/halt,0.7359
http://example.org/ai-news/enable,http://example.org/ai-news/have,http://example.org/ai-news/have,0.7755
http://example.org/ai-news/enable,http://example.org/ai-news/hear,http://example.org/ai-news/hear,0.7509
http://example.org/ai-news/enter,http://example.org/ai-news/expect,http://example.org/ai-news/expect,0.7411
http://example.org/ai-news/enter,http://example.org/ai-news/explain,http://example.org/ai-news/explain,0.7342
http://example.org/ai-news/enter,http://example.org/ai-news/explore,http://example.org/ai-news/explore,0.7391
http://example.org/ai-news/enter,http://example.org/ai-news/feature,http://example.org/ai-news/feature,0.7254
http://example.org/ai-news/enter,http://example.org/ai-news/find,http://example.org/ai-news/find,0.7806
http://example.org/ai-news/enter,http://example.org/ai-news/flood,http://example.org/ai-news/flood,0.7037
http://example.org/ai-news/enter,http://example.org/ai-news/generate,http://example.org/ai-news/generate,0.7192
http://example.org/ai-news/enter,http://example.org/ai-news/get,http://example.org/ai-news/get,0.7379
http://example.org/ai-news/enter,http://example.org/ai-news/give,http://example.org/ai-news/give,0.7136
http://example.org/ai-news/enter,http://example.org/ai-news/go,http://example.org/ai-news/go,0.7233
http://example.org/ai-news/enter,http://example.org/ai-news/have,http://example.org/ai-news/have,0.7409
http://example.org/ai-news/enter,http://example.org/ai-news/hear,http://example.org/ai-news/hear,0.7122
http://example.org/ai-news/expect,http://example.org/ai-news/explain,http://example.org/ai-news/explain,0.7518
http://example.org/ai-news/expect,http://example.org/ai-news/feature,http://example.org/ai-news/expect,0.7005
http://example.org/ai-news/expect,http://example.org/ai-news/find,http://example.org/ai-news/find,0.7473
http://example.org/ai-news/expect,http://example.org/ai-news/flood,http://example.org/ai-news/expect,0.7315
http://example.org/ai-news/expect,http://example.org/ai-news/generate,http://example.org/ai-news/expect,0.7263
http://example.org/ai-news/expect,http://example.org/ai-news/get,http://example.org/ai-news/get,0.7373
http://example.org/ai-news/expect,http://example.org/ai-news/give,http://example.org/ai-news/give,0.7431
http://example.org/ai-news/expect,http://example.org/ai-news/go,http://example.org/ai-news/go,0.7341
http://example.org/ai-news/expect,http://example.org/ai-news/guide,http://example.org/ai-news/expect,0.7324
http://example.org/ai-news/expect,http://example.org/ai-news/halt,http://example.org/ai-news/expect,0.712
http://example.org/ai-news/expect,http://example.org/ai-news/have,http://example.org/ai-news/have,0.7791
http://example.org/ai-news/expect,http://example.org/ai-news/hear,http://example.org/ai-news/hear,0.7415
http://example.org/ai-news/expect,http://example.org/ai-news/incentivize,http://example.org/ai-news/expect,0.7327
http://example.org/ai-news/explain,http://example.org/ai-news/express,http://example.org/ai-news/explain,0.7758
http://example.org/ai-news/explain,http://example.org/ai-news/feature,http://example.org/ai-news/explain,0.7276
http://example.org/ai-news/explain,http://example.org/ai-news/find,http://example.org/ai-news/find,0.7411
http://example.org/ai-news/explain,http://example.org/ai-news/flood,http://example.org/ai-news/explain,0.7139
http://example.org/ai-news/explain,http://example.org/ai-news/generate,http://example.org/ai-news/explain,0.7811
http://example.org/ai-news/explain,http://example.org/ai-news/go,http://example.org/ai-news/explain,0.7245
http://example.org/ai-news/explain,http://example.org/ai-news/guide,http://example.org/ai-news/explain,0.7315
http://example.org/ai-news/explain,http://example.org/ai-news/halt,http://example.org/ai-news/explain,0.7232
http://example.org/ai-news/explain,http://example.org/ai-news/have,http://example.org/ai-news/have,0.7263
http://example.org/ai-news/explain,http://example.org/ai-news/hear,http://example.org/ai-news/explain,0.7185
http://example.org/ai-news/explain,http://example.org/ai-news/incentivize,http://example.org/ai-news/explain,0.7348
http://example.org/ai-news/explore,http://example.org/ai-news/feature,http://example.org/ai-news/explore,0.7268
http://example.org/ai-news/explore,http://example.org/ai-news/find,http://example.org/ai-news/find,0.7354
http://example.org/ai-news/explore,http://example.org/ai-news/flood,http://example.org/ai-news/explore,0.7482
http://example.org/ai-news/explore,http://example.org/ai-news/generate,http://example.org/ai-news/explore,0.7222
http://example.org/ai-news/explore,http://example.org/ai-news/get,http://example.org/ai-news/get,0.7251
http://example.org/ai-news/explore,http://example.org/ai-news/give,http://example.org/ai-news/give,0.7475
http://example.org/ai-news/explore,http://example.org/ai-news/guide,http://example.org/ai-news/explore,0.7502
http://example.org/ai-news/explore,http://example.org/ai-news/have,http://example.org/ai-news/have,0.7365
http://example.org/ai-news/explore,http://example.org/ai-news/incentivize,http://example.org/ai-news/explore,0.7102
http://example.org/ai-news/express,http://example.org/ai-news/feature,http://example.org/ai-news/express,0.716
http://example.org/ai-news/express,http://example.org/ai-news/find,http://example.org/ai-news/find,0.7045
http://example.org/ai-news/express,http://example.org/ai-news/give,http://example.org/ai-news/give,0.749
http://example.org/ai-news/express,http://example.org/ai-news/go,http://example.org/ai-news/go,0.7471
http://example.org/ai-news/express,http://example.org/ai-news/guide,http://example.org/ai-news/express,0.7413
http://example.org/ai-news/express,http://example.org/ai-news/halt,http://example.org/ai-news/halt,0.7211
http://example.org/ai-news/express,http://example.org/ai-news/have,http://example.org/ai-news/have,0.7546
http://example.org/ai-news/express,http://example.org/ai-news/hear,http://example.org/ai-news/hear,0.7012
http://example.org/ai-news/feature,http://example.org/ai-news/find,http://example.org/ai-news/find,0.7676
http://example.org/ai-news/feature,http://example.org/ai-news/flood,http://example.org/ai-news/flood,0.7507
http://example.org/ai-news/feature,http://example.org/ai-news/generate,http://example.org/ai-news/feature,0.7527
http://example.org/ai-news/feature,http://example.org/ai-news/get,http://example.org/ai-news/get,0.7054
http://example.org/ai-news/feature,http://example.org/ai-news/give,http://example.org/ai-news/give,0.7348
http://example.org/ai-news/feature,http://example.org/ai-news/go,http://example.org/ai-news/go,0.7031
http://example.org/ai-news/feature,http://example.org/ai-news/guide,http://example.org/ai-news/feature,0.7531
http://example.org/ai-news/feature,http://example.org/ai-news/halt,http://example.org/ai-news/halt,0.7081
http://example.org/ai-news/feature,http://example.org/ai-news/have,http://example.org/ai-news/have,0.7589
http://example.org/ai-news/feature,http://example.org/ai-news/hear,http://example.org/ai-news/hear,0.7428
http://example.org/ai-news/find,http://example.org/ai-news/flood,http://example.org/ai-news/find,0.7606
http://example.org/ai-news/find,http://example.org/ai-news/generate,http://example.org/ai-news/find,0.7685
http://example.org/ai-news/find,http://example.org/ai-news/get,http://example.org/ai-news/find,0.7111
http://example.org/ai-news/find,http://example.org/ai-news/go,http://example.org/ai-news/find,0.7547
http://example.org/ai-news/find,http://example.org/ai-news/guide,http://example.org/ai-news/find,0.7556
http://example.org/ai-news/find,http://example.org/ai-news/halt,http://example.org/ai-news/find,0.7293
http://example.org/ai-news/find,http://example.org/ai-news/have,http://example.org/ai-news/have,0.7392
http://example.org/ai-news/find,http://example.org/ai-news/hear,http://example.org/ai-news/find,0.7499
http://example.org/ai-news/find,http://example.org/ai-news/incentivize,http://example.org/ai-news/find,0.727
http://example.org/ai-news/flood,http://example.org/ai-news/generate,http://example.org/ai-news/flood,0.7069
http://example.org/ai-news/flood,http://example.org/ai-news/give,http://example.org/ai-news/give,0.7262
http://example.org/ai-news/flood,http://example.org/ai-news/go,http://example.org/ai-news/go,0.714
http://example.org/ai-news/flood,http://example.org/ai-news/guide,http://example.org/ai-news/flood,0.7165
http://example.org/ai-news/flood,http://example.org/ai-news/halt,http://example.org/ai-news/halt,0.7071
http://example.org/ai-news/flood,http://example.org/ai-news/have,http://example.org/ai-news/have,0.7388
http://example.org/ai-news/flood,http://example.org/ai-news/hear,http://example.org/ai-news/hear,0.7108
http://example.org/ai-news/flood,http://example.org/ai-news/incentivize,http://example.org/ai-news/flood,0.7185
http://example.org/ai-news/generate,http://example.org/ai-news/get,http://example.org/ai-news/get,0.7551
http://example.org/ai-news/generate,http://example.org/ai-news/give,http://example.org/ai-news/give,0.7306
http://example.org/ai-news/generate,http://example.org/ai-news/go,http://example.org/ai-news/go,0.7014
http://example.org/ai-news/generate,http://example.org/ai-news/guide,http://example.org/ai-news/generate,0.7365
http://example.org/ai-news/generate,http://example.org/ai-news/halt,http://example.org/ai-news/halt,0.7249
http://example.org/ai-news/generate,http://example.org/ai-news/have,http://example.org/ai-news/have,0.7715
http://example.org/ai-news/generate,http://example.org/ai-news/hear,http://example.org/ai-news/hear,0.7157
http://example.org/ai-news/generate,http://example.org/ai-news/incentivize,http://example.org/ai-news/incentivize,0.7317
http://example.org/ai-news/get,http://example.org/ai-news/go,http://example.org/ai-news/get,0.7484
http://example.org/ai-news/get,http://example.org/ai-news/guide,http://example.org/ai-news/get,0.759
http://example.org/ai-news/get,http://example.org/ai-news/halt,http://example.org/ai-news/get,0.7145
http://example.org/ai-news/get,http://example.org/ai-news/hear,http://example.org/ai-news/get,0.7361
http://example.org/ai-news/get,http://example.org/ai-news/incentivize,http://example.org/ai-news/get,0.7566
http://example.org/ai-news/give,http://example.org/ai-news/go,http://example.org/ai-news/give,0.7165
http://example.org/ai-news/give,http://example.org/ai-news/guide,http://example.org/ai-news/give,0.7444
http://example.org/ai-news/give,http://example.org/ai-news/halt,http://example.org/ai-news/give,0.7339
http://example.org/ai-news/give,http://example.org/ai-news/have,http://example.org/ai-news/have,0.7393
http://example.org/ai-news/give,http://example.org/ai-news/hear,http://example.org/ai-news/give,0.7504
http://example.org/ai-news/give,http://example.org/ai-news/incentivize,http://example.org/ai-news/give,0.7735
http://example.org/ai-news/go,http://example.org/ai-news/guide,http://example.org/ai-news/go,0.7653
http://example.org/ai-news/go,http://example.org/ai-news/halt,http://example.org/ai-news/go,0.7267
http://example.org/ai-news/go,http://example.org/ai-news/hear,http://example.org/ai-news/go,0.7159
http://example.org/ai-news/go,http://example.org/ai-news/incentivize,http://example.org/ai-news/go,0.7654
http://example.org/ai-news/guide,http://example.org/ai-news/halt,http://example.org/ai-news/halt,0.7223
http://example.org/ai-news/guide,http://example.org/ai-news/have,http://example.org/ai-news/have,0.7587
http://example.org/ai-news/guide,http://example.org/ai-news/hear,http://example.org/ai-news/hear,0.7363
http://example.org/ai-news/guide,http://example.org/ai-news/incentivize,http://example.org/ai-news/incentivize,0.7319
http://example.org/ai-news/halt,http://example.org/ai-news/have,http://example.org/ai-news/have,0.7471
http://example.org/ai-news/have,http://example.org/ai-news/hear,http://example.org/ai-news/have,0.7509
http://example.org/ai-news/have,http://example.org/ai-news/incentivize,http://example.org/ai-news/have,0.7564
http://example.org/ai-news/hear,http://example.org/ai-news/incentivize,http://example.org/ai-news/hear,0.7525
